user_id,favorite_sports,odds_format,marketing_opt_in
BB10001951,"Golf,Cricket",fractional,No
BB10001952,"Hockey,Boxing,Tennis,Baseball",American,false
BB10001953,"Hockey,Football,Hockey,Football,Hockey",fractional,0
BB10001954,"Football,Tennis",Fractional,No
BB10001957,Golf,American,Yes
BB10001958,"Cricket,Rugby,Baseball,Basketball",DECIMAL,FALSE
BB10001959,"Rugby,Basketball,Football",American,Yes
BB10001960,Golf,,false
BB10001961,"Boxing,Basketball",Decimal,false
BB10001963,Golf,DECIMAL,FALSE
BB10001964,"Baseball,Cricket",American,No
BB10001965,"Tennis,Hockey,Rugby",American,true
BB10001966,Golf,,
BB10001967,Cricket,,FALSE
BB10001968,"Baseball,Basketball,Boxing,Baseball",American,true
BB10001969,"Basketball,Hockey",Dec,false
BB10001970,"Rugby,Rugby,Rugby",DECIMAL,No
BB10001971,"Boxing,Boxing",fractional,false
BB10001972,"Baseball,Boxing,Basketball,Boxing",AMERICAN,Yes
BB10001973,"Rugby,Baseball,Basketball,Golf",,
BB10001974,"Football,Football,Tennis,Hockey",,0
BB10001975,"Basketball,Hockey,Hockey",Decimal,false
BB10001977,Golf,fractional,FALSE
BB10001978,"Golf,Golf,Rugby,Cricket",AMERICAN,No
BB10001979,"Hockey,Boxing,Hockey,Boxing",,
BB10001980,"Hockey,Rugby",AMERICAN,false
BB10001981,"Hockey,Boxing",Fractional,
BB10001983,"Rugby,Football,Basketball",,0
BB10001984,"Hockey,Football,Baseball,Golf",Dec,
BB10001985,"Basketball,Basketball",,1
BB10001987,Basketball,American,
BB10001988,Golf,,0
BB10001989,"Football,Rugby",,
BB10001990,"Baseball,Football,Baseball",fractional,
BB10001991,"Rugby,Basketball,Cricket,Football",American,TRUE
BB10001993,"Baseball,Cricket",Fractional,true
BB10001994,"Baseball,Rugby",,false
BB10001995,"Basketball,Tennis,Cricket,Cricket",fractional,1
BB10001996,"Tennis,Tennis",American,
BB10001997,Cricket,DECIMAL,Yes
BB10001999,Cricket,,true
BB10002000,"Basketball,Tennis",AMERICAN,1
BB10002001,Basketball,DECIMAL,true
BB10002002,"Hockey,Rugby,Baseball,Golf",Fractional,No
BB10002003,"Boxing,Hockey,Tennis,Boxing",,false
BB10002007,"Football,Football",Dec,false
BB10002008,"Baseball,Football,Basketball",,No
BB10002009,"Rugby,Boxing",Decimal,0
BB10002010,"Golf,Tennis,Golf,Tennis,Golf",,No
BB10002011,"Golf,Basketball,Cricket",Decimal,1
BB10002012,"Golf,Baseball,Rugby",,
BB10002013,"Rugby,Basketball",fractional,TRUE
BB10002014,"Football,Rugby",,
BB10002016,"Cricket,Tennis,Tennis,Rugby",Decimal,FALSE
BB10002017,"Hockey,Hockey",fractional,
BB10002018,Boxing,fractional,No
BB10002019,Tennis,,
BB10002020,"Hockey,Cricket,Rugby,Hockey",DECIMAL,FALSE
BB10002021,"Cricket,Rugby,Tennis,Cricket",,Yes
BB10002022,"Golf,Tennis,Tennis,Basketball",,Yes
BB10002023,Hockey,,Yes
BB10002024,"Boxing,Hockey,Basketball,Basketball,Boxing",,false
BB10002027,Rugby,,false
BB10002028,"Hockey,Hockey,Football,Golf,Hockey",,Yes
BB10002029,Boxing,Dec,Yes
BB10002030,"Baseball,Golf",,0
BB10002031,"Hockey,Cricket,Hockey,Golf,Hockey",,TRUE
BB10002032,"Rugby,Boxing,Basketball,Basketball",Dec,false
BB10002033,"Baseball,Rugby,Boxing,Rugby",American,TRUE
BB10002034,"Rugby,Football,Football,Cricket",Fractional,TRUE
BB10002036,"Hockey,Rugby,Basketball,Tennis",,TRUE
BB10002037,"Rugby,Boxing,Rugby,Rugby",Dec,Yes
BB10002038,"Cricket,Tennis,Tennis,Rugby,Cricket",fractional,FALSE
BB10002040,Cricket,DECIMAL,TRUE
BB10002041,"Football,Hockey",fractional,
BB10002042,"Rugby,Boxing",,
BB10002043,Cricket,,0
BB10002044,Rugby,AMERICAN,1
BB10002045,"Baseball,Football",Decimal,0
BB10002047,Cricket,American,Yes
BB10002048,"Basketball,Basketball,Football,Tennis,Basketball",fractional,TRUE
BB10002049,Golf,Fractional,1
BB10002050,Golf,Dec,
BB10002052,"Tennis,Golf,Hockey,Boxing",Dec,Yes
BB10002053,"Baseball,Rugby",fractional,TRUE
BB10002054,Tennis,Decimal,1
BB10002055,"Football,Baseball",Dec,true
BB10002056,Golf,DECIMAL,
BB10002057,"Basketball,Tennis,Cricket,Baseball",fractional,true
BB10002058,Football,fractional,Yes
BB10002059,"Basketball,Tennis,Cricket",,TRUE
BB10002060,Tennis,fractional,No
BB10002061,"Cricket,Hockey,Rugby,Boxing",DECIMAL,
BB10002062,Cricket,fractional,TRUE
BB10002063,"Baseball,Cricket",AMERICAN,No
BB10002064,Football,American,1
BB10002065,"Cricket,Boxing,Baseball,Golf",Fractional,false
BB10002067,Football,fractional,
BB10002068,Football,Fractional,
BB10002069,"Baseball,Hockey,Basketball,Boxing",AMERICAN,true
BB10002070,"Golf,Hockey,Cricket",Dec,false
BB10002071,Basketball,,TRUE
BB10002072,"Boxing,Golf,Golf,Cricket",fractional,1
BB10002073,Baseball,AMERICAN,No
BB10002074,"Football,Baseball,Cricket",,1
BB10002075,Basketball,,
BB10002076,"Baseball,Rugby,Boxing,Football",DECIMAL,Yes
BB10002077,"Golf,Football",Dec,false
BB10002078,"Baseball,Rugby,Football",Dec,true
BB10002079,"Football,Rugby",,1
BB10002080,"Tennis,Tennis",,false
BB10002081,"Cricket,Golf,Golf,Football",fractional,No
BB10002082,"Football,Golf,Boxing,Boxing",DECIMAL,
BB10002084,"Tennis,Rugby,Basketball",fractional,TRUE
BB10002085,"Hockey,Golf,Baseball,Boxing",fractional,No
BB10002086,"Boxing,Football",fractional,true
BB10002087,"Baseball,Basketball,Basketball,Basketball",,0
BB10002088,Basketball,,TRUE
BB10002089,"Hockey,Rugby",,
BB10002090,"Basketball,Football",American,true
BB10002092,"Cricket,Basketball,Hockey,Golf",,FALSE
BB10002093,"Football,Football",AMERICAN,false
BB10002094,"Hockey,Tennis",Fractional,true
BB10002095,"Cricket,Baseball,Boxing",fractional,No
BB10002096,Football,Decimal,TRUE
BB10002097,Cricket,Dec,false
BB10002098,Cricket,Dec,false
BB10002100,"Tennis,Football,Football",DECIMAL,true
BB10002101,"Football,Rugby,Hockey",,
BB10002102,"Baseball,Baseball,Cricket",American,TRUE
BB10002103,"Boxing,Golf,Golf,Rugby",Fractional,FALSE
BB10002104,Cricket,American,false
BB10002105,"Football,Rugby,Basketball,Hockey",AMERICAN,
BB10002106,"Cricket,Tennis,Cricket",AMERICAN,false
BB10002107,"Cricket,Tennis,Hockey",Fractional,1
BB10002108,"Rugby,Boxing,Football,Baseball",fractional,TRUE
BB10002109,"Tennis,Basketball,Rugby,Golf",,Yes
BB10002110,"Tennis,Basketball,Boxing",,true
BB10002111,"Football,Rugby",,true
BB10002112,Football,AMERICAN,true
BB10002113,"Boxing,Tennis",,
BB10002114,"Football,Football,Golf",American,Yes
BB10002115,"Football,Hockey,Football",,No
BB10002118,Football,American,false
BB10002119,Tennis,Decimal,0
BB10002120,"Football,Rugby,Basketball,Football,Football",AMERICAN,true
BB10002121,"Hockey,Boxing,Rugby",fractional,No
BB10002122,"Boxing,Basketball",,TRUE
BB10002123,"Tennis,Golf,Basketball",,
BB10002124,"Basketball,Tennis,Golf,Basketball",Decimal,true
BB10002125,"Basketball,Basketball,Golf,Tennis",AMERICAN,
BB10002126,"Cricket,Hockey",,
BB10002127,"Golf,Rugby,Basketball,Baseball",,
BB10002128,"Tennis,Tennis",fractional,1
BB10002129,"Cricket,Golf,Cricket",,No
BB10002130,"Hockey,Basketball,Rugby",,
BB10002131,"Football,Golf,Baseball",Fractional,false
BB10002132,Golf,Decimal,Yes
BB10002133,"Baseball,Football,Baseball,Basketball,Baseball",AMERICAN,No
BB10002134,"Baseball,Football,Basketball,Baseball",,FALSE
BB10002135,"Boxing,Football,Basketball",Decimal,false
BB10002136,"Hockey,Cricket",fractional,No
BB10002138,"Football,Cricket,Basketball,Basketball",,No
BB10002139,"Rugby,Boxing,Rugby",fractional,0
BB10002140,Basketball,fractional,true
BB10002141,"Football,Rugby,Hockey,Tennis,Football",Fractional,No
BB10002142,"Hockey,Cricket",AMERICAN,No
BB10002144,Football,Decimal,TRUE
BB10002145,Football,fractional,
BB10002146,"Hockey,Golf",DECIMAL,Yes
BB10002147,"Boxing,Football,Cricket",American,true
BB10002148,"Boxing,Football,Basketball",Dec,false
BB10002149,"Basketball,Football,Basketball",American,0
BB10002150,Football,,
BB10002151,"Boxing,Football,Tennis,Rugby",Dec,0
BB10002153,Football,American,true
BB10002154,"Hockey,Hockey,Golf",,
BB10002155,"Football,Rugby",American,0
BB10002156,"Cricket,Boxing",,FALSE
BB10002157,"Football,Golf",,true
BB10002158,Football,,
BB10002159,"Football,Boxing",AMERICAN,
BB10002160,"Baseball,Baseball,Rugby,Cricket",DECIMAL,No
BB10002161,Baseball,,FALSE
BB10002162,Cricket,AMERICAN,FALSE
BB10002163,"Football,Hockey",,
BB10002164,"Boxing,Rugby,Hockey",,true
BB10002165,"Rugby,Golf",DECIMAL,1
BB10002168,"Rugby,Baseball,Hockey",Fractional,No
BB10002169,"Baseball,Baseball",American,
BB10002170,Tennis,American,FALSE
BB10002171,"Baseball,Football",American,TRUE
BB10002172,Cricket,,true
BB10002173,"Hockey,Cricket",Fractional,0
BB10002177,Cricket,Fractional,TRUE
BB10002178,Boxing,,true
BB10002179,"Football,Cricket,Basketball",DECIMAL,TRUE
BB10002180,Cricket,Dec,TRUE
BB10002181,Cricket,Fractional,TRUE
BB10002182,Tennis,fractional,true
BB10002183,"Cricket,Basketball,Tennis,Baseball",AMERICAN,
BB10002184,"Basketball,Basketball,Boxing,Cricket",Fractional,1
BB10002185,"Rugby,Hockey,Baseball,Hockey",American,
BB10002186,Golf,Fractional,TRUE
BB10002188,"Hockey,Baseball,Rugby",DECIMAL,No
BB10002189,"Baseball,Hockey",American,true
BB10002190,"Tennis,Tennis",DECIMAL,No
BB10002191,"Cricket,Cricket,Baseball,Cricket",fractional,FALSE
BB10002192,"Baseball,Hockey,Hockey",DECIMAL,FALSE
BB10002193,"Cricket,Hockey,Rugby",Fractional,Yes
BB10002195,"Cricket,Golf,Hockey",fractional,No
BB10002196,"Rugby,Tennis,Hockey,Rugby",American,0
BB10002198,"Basketball,Cricket,Baseball",Dec,Yes
BB10002200,"Rugby,Rugby,Tennis",Fractional,No
BB10002201,"Baseball,Football",,true
BB10002203,Golf,American,false
BB10002205,"Football,Hockey,Tennis,Basketball",fractional,1
BB10002206,"Tennis,Boxing,Rugby,Baseball,Tennis",American,true
BB10002207,"Boxing,Boxing,Boxing,Tennis",Dec,No
BB10002208,"Golf,Basketball",Decimal,No
BB10002209,"Hockey,Football,Hockey,Cricket",Decimal,
BB10002210,"Boxing,Basketball,Basketball,Tennis",DECIMAL,true
BB10002211,"Hockey,Baseball",Dec,false
BB10002212,"Hockey,Basketball",AMERICAN,
BB10002213,"Hockey,Football",,No
BB10002215,"Boxing,Boxing,Baseball",American,FALSE
BB10002216,"Hockey,Rugby",,0
BB10002217,"Basketball,Cricket,Basketball",Decimal,false
BB10002218,"Football,Basketball,Rugby,Boxing",American,0
BB10002219,Football,AMERICAN,
BB10002220,"Baseball,Hockey",Dec,Yes
BB10002221,"Boxing,Golf,Tennis",DECIMAL,0
BB10002222,"Basketball,Basketball",,Yes
BB10002223,"Cricket,Hockey",American,No
BB10002224,"Basketball,Boxing,Hockey,Cricket",,FALSE
BB10002225,"Football,Rugby",,0
BB10002227,"Boxing,Hockey",AMERICAN,false
BB10002228,"Basketball,Rugby,Golf,Tennis",,TRUE
BB10002230,"Football,Tennis,Rugby,Boxing",AMERICAN,Yes
BB10002232,"Tennis,Tennis,Rugby",Dec,0
BB10002233,"Golf,Cricket,Basketball,Golf,Golf",fractional,1
BB10002234,Rugby,,false
BB10002237,"Baseball,Cricket",,FALSE
BB10002238,"Basketball,Basketball,Golf,Golf,Basketball",American,TRUE
BB10002239,Golf,,FALSE
BB10002240,"Cricket,Boxing,Hockey,Hockey",fractional,false
BB10002241,"Tennis,Basketball,Hockey,Baseball",American,1
BB10002245,"Golf,Cricket,Hockey",fractional,true
BB10002247,"Cricket,Tennis,Rugby,Cricket",,false
BB10002248,"Cricket,Cricket",,true
BB10002250,"Baseball,Golf,Football",Dec,FALSE
BB10002251,Boxing,Dec,0
BB10002253,"Baseball,Basketball,Cricket,Basketball",DECIMAL,0
BB10002254,"Rugby,Hockey,Rugby",AMERICAN,No
BB10002255,"Rugby,Tennis,Hockey,Baseball",fractional,Yes
BB10002256,Boxing,DECIMAL,0
BB10002257,"Tennis,Golf,Tennis",fractional,
BB10002258,"Basketball,Football",,0
BB10002259,"Football,Basketball,Hockey",,1
BB10002261,Golf,AMERICAN,TRUE
BB10002262,"Boxing,Basketball,Baseball,Football,Boxing",Dec,TRUE
BB10002263,"Baseball,Tennis,Baseball",,No
BB10002265,"Baseball,Golf",,TRUE
BB10002266,"Rugby,Boxing,Hockey",Fractional,0
BB10002267,"Baseball,Golf,Basketball",DECIMAL,0
BB10002268,"Football,Basketball,Hockey",American,
BB10002269,"Golf,Basketball,Cricket",,FALSE
BB10002270,"Golf,Baseball,Boxing,Cricket",Decimal,No
BB10002271,"Rugby,Tennis",American,false
BB10002272,"Cricket,Tennis,Golf,Basketball,Cricket",AMERICAN,0
BB10002273,"Hockey,Basketball,Boxing",Dec,FALSE
BB10002274,"Basketball,Basketball",DECIMAL,
BB10002276,Basketball,DECIMAL,TRUE
BB10002277,Baseball,,true
BB10002278,"Basketball,Golf,Rugby,Baseball",Decimal,No
BB10002279,Hockey,,FALSE
BB10002280,Basketball,American,
BB10002281,"Football,Hockey,Rugby,Baseball",Fractional,1
BB10002282,"Tennis,Boxing,Tennis",Dec,Yes
BB10002283,"Baseball,Hockey,Boxing,Golf",fractional,1
BB10002284,Cricket,,FALSE
BB10002285,"Golf,Hockey,Basketball",,No
BB10002286,"Baseball,Hockey,Baseball",DECIMAL,FALSE
BB10002287,"Boxing,Boxing",,false
BB10002288,Tennis,Dec,true
BB10002289,"Golf,Golf",fractional,0
BB10002290,"Football,Hockey,Rugby",AMERICAN,false
BB10002291,"Basketball,Hockey",DECIMAL,FALSE
BB10002292,Cricket,Dec,No
BB10002293,"Rugby,Rugby,Boxing",Decimal,0
BB10002294,"Tennis,Cricket,Hockey,Tennis",,No
BB10002296,"Football,Cricket",AMERICAN,No
BB10002297,"Golf,Rugby,Hockey,Cricket",AMERICAN,Yes
BB10002298,"Golf,Boxing,Basketball,Cricket",Dec,false
BB10002300,Rugby,American,false
BB10002302,"Basketball,Basketball,Tennis,Baseball",Dec,1
BB10002303,"Boxing,Baseball",Decimal,false
BB10002304,"Rugby,Football,Baseball",Fractional,
BB10002305,Football,DECIMAL,1
BB10002307,"Boxing,Football",AMERICAN,
BB10002308,Baseball,,FALSE
BB10002309,"Hockey,Football,Rugby",,Yes
BB10002310,"Boxing,Baseball,Boxing",,FALSE
BB10002311,"Tennis,Tennis,Tennis,Baseball",Dec,false
BB10002312,"Basketball,Rugby",Dec,1
BB10002314,"Baseball,Football,Basketball",Fractional,FALSE
BB10002315,Football,Dec,Yes
BB10002316,Rugby,,
BB10002317,"Cricket,Football,Baseball,Basketball,Cricket",,1
BB10002318,"Golf,Basketball,Golf",Decimal,1
BB10002319,"Golf,Football",Dec,1
BB10002320,Football,American,TRUE
BB10002321,"Basketball,Rugby",,TRUE
BB10002322,"Basketball,Golf",,false
BB10002323,"Basketball,Golf,Tennis,Golf",Fractional,
BB10002324,"Hockey,Baseball",,0
BB10002325,"Golf,Rugby",AMERICAN,true
BB10002326,"Golf,Football,Football,Baseball",American,
BB10002327,Boxing,Fractional,FALSE
BB10002328,"Basketball,Hockey,Baseball,Cricket",,
BB10002329,"Rugby,Basketball,Baseball",American,TRUE
BB10002330,"Golf,Baseball,Rugby,Cricket",,
BB10002331,"Cricket,Tennis",Decimal,Yes
BB10002332,Golf,Dec,Yes
BB10002334,"Golf,Rugby,Golf,Rugby",fractional,Yes
BB10002335,Hockey,,false
BB10002336,"Tennis,Golf",Dec,
BB10002337,Hockey,Decimal,No
BB10002339,"Boxing,Tennis,Basketball,Boxing",American,true
BB10002340,"Golf,Hockey,Football",fractional,false
BB10002341,Rugby,Decimal,Yes
BB10002342,"Rugby,Baseball",Fractional,TRUE
BB10002343,"Football,Hockey",Decimal,
BB10002344,"Baseball,Baseball,Cricket",AMERICAN,true
BB10002345,"Cricket,Football,Tennis",,Yes
BB10002346,Golf,Decimal,
BB10002347,"Boxing,Boxing,Football,Rugby",Fractional,
BB10002348,"Tennis,Hockey,Basketball",,No
BB10002349,"Boxing,Cricket,Tennis,Football",Fractional,No
BB10002350,"Boxing,Basketball,Hockey,Baseball",Fractional,No
BB10002351,"Cricket,Football,Golf",,No
BB10002352,"Rugby,Tennis,Rugby",DECIMAL,No
BB10002354,"Tennis,Baseball",Decimal,
BB10002355,"Rugby,Hockey",,FALSE
BB10002356,"Rugby,Golf",,0
BB10002357,"Baseball,Tennis,Tennis",American,No
BB10002359,Cricket,AMERICAN,FALSE
BB10002361,Golf,Fractional,FALSE
BB10002362,"Tennis,Cricket,Basketball,Baseball",fractional,FALSE
BB10002364,"Basketball,Tennis,Hockey,Basketball",,
BB10002365,"Cricket,Boxing,Cricket",,1
BB10002366,Golf,,1
BB10002367,"Basketball,Tennis,Golf,Basketball",Fractional,Yes
BB10002368,"Hockey,Baseball",,
BB10002369,Cricket,fractional,FALSE
BB10002371,"Hockey,Rugby,Cricket,Hockey",Dec,Yes
BB10002372,"Tennis,Hockey,Football,Rugby",,
BB10002374,"Golf,Rugby,Golf",AMERICAN,false
BB10002375,"Rugby,Tennis,Tennis,Rugby",,Yes
BB10002376,"Rugby,Cricket,Rugby,Boxing",AMERICAN,No
BB10002377,"Hockey,Baseball",,FALSE
BB10002378,"Baseball,Rugby,Hockey,Boxing",fractional,0
BB10002379,"Hockey,Golf,Hockey,Baseball",fractional,false
BB10002380,"Cricket,Baseball",,1
BB10002381,Basketball,,false
BB10002382,"Boxing,Football,Hockey,Cricket,Boxing",American,FALSE
BB10002383,Cricket,Dec,0
BB10002384,"Football,Boxing,Tennis",,true
BB10002385,"Basketball,Baseball,Football",DECIMAL,false
BB10002387,"Boxing,Hockey",AMERICAN,0
BB10002388,Rugby,,
BB10002389,"Tennis,Tennis",DECIMAL,0
BB10002390,"Hockey,Boxing,Golf",American,false
BB10002391,"Golf,Rugby,Rugby",Decimal,No
BB10002392,"Football,Rugby,Tennis,Rugby,Football",Dec,0
BB10002393,"Cricket,Boxing",DECIMAL,true
BB10002394,"Golf,Basketball,Golf",Dec,TRUE
BB10002395,"Hockey,Tennis,Golf",Fractional,TRUE
BB10002397,"Hockey,Tennis,Hockey,Cricket",fractional,Yes
BB10002399,Football,American,0
BB10002402,"Basketball,Boxing,Boxing,Tennis",Fractional,0
BB10002403,"Hockey,Rugby",,Yes
BB10002404,Rugby,fractional,
BB10002405,"Boxing,Baseball,Cricket",AMERICAN,FALSE
BB10002407,"Tennis,Basketball,Rugby,Cricket",Fractional,TRUE
BB10002408,"Baseball,Baseball,Football",,false
BB10002409,"Golf,Cricket",DECIMAL,0
BB10002410,"Golf,Boxing,Football,Baseball",Fractional,No
BB10002411,"Hockey,Basketball,Basketball,Basketball",Decimal,false
BB10002412,"Boxing,Tennis,Boxing",,FALSE
BB10002413,Tennis,,FALSE
BB10002414,"Football,Basketball,Tennis",,true
BB10002415,"Football,Rugby,Basketball",,
BB10002416,"Basketball,Cricket,Tennis,Hockey",AMERICAN,FALSE
BB10002417,"Basketball,Football",DECIMAL,false
BB10002419,Football,Fractional,0
BB10002422,"Baseball,Basketball,Hockey,Basketball,Baseball",DECIMAL,TRUE
BB10002423,Rugby,Decimal,
BB10002424,"Football,Football,Tennis",Decimal,
BB10002425,"Football,Baseball,Football,Golf",,true
BB10002426,"Boxing,Rugby,Golf,Basketball,Boxing",AMERICAN,Yes
BB10002427,Hockey,Fractional,true
BB10002428,"Tennis,Football,Hockey",fractional,1
BB10002429,"Football,Cricket",fractional,1
BB10002430,Rugby,,TRUE
BB10002431,"Baseball,Cricket",DECIMAL,FALSE
BB10002432,"Rugby,Tennis,Rugby,Hockey",AMERICAN,No
BB10002433,"Basketball,Football,Football",,false
BB10002434,"Golf,Cricket,Baseball,Tennis",Dec,
BB10002435,"Basketball,Golf,Hockey,Hockey",,
BB10002436,"Boxing,Rugby,Football,Rugby",American,Yes
BB10002438,"Cricket,Hockey",AMERICAN,Yes
BB10002439,"Tennis,Hockey,Football,Basketball",Dec,TRUE
BB10002440,Basketball,,1
BB10002441,"Hockey,Football,Basketball",,
BB10002442,"Boxing,Baseball",Fractional,true
BB10002443,Basketball,Decimal,false
BB10002444,"Boxing,Basketball",,FALSE
BB10002445,Cricket,fractional,false
BB10002446,"Golf,Tennis,Tennis,Football",,0
BB10002447,Hockey,,false
BB10002448,Tennis,AMERICAN,No
BB10002449,"Basketball,Football,Rugby",Fractional,No
BB10002450,"Cricket,Football,Tennis",fractional,Yes
BB10002451,"Cricket,Baseball,Football,Golf",Decimal,
BB10002452,"Hockey,Rugby",fractional,1
BB10002453,"Basketball,Golf,Golf,Football",American,No
BB10002454,"Cricket,Basketball",,
BB10002455,"Rugby,Hockey",AMERICAN,false
BB10002456,Rugby,AMERICAN,Yes
BB10002457,"Basketball,Football,Golf,Basketball,Basketball",Decimal,1
BB10002458,"Golf,Football",American,1
BB10002459,"Football,Football,Football,Hockey",Decimal,TRUE
BB10002460,"Tennis,Boxing,Hockey",fractional,true
BB10002461,"Rugby,Hockey,Hockey",fractional,true
BB10002464,"Golf,Baseball,Rugby",,Yes
BB10002465,"Football,Hockey,Golf,Basketball",American,1
BB10002466,Golf,Dec,TRUE
BB10002467,"Tennis,Football",Dec,FALSE
BB10002468,"Boxing,Tennis,Golf,Boxing",Decimal,No
BB10002470,Boxing,fractional,1
BB10002471,"Boxing,Tennis,Tennis",Dec,false
BB10002472,"Boxing,Cricket,Tennis",AMERICAN,1
BB10002474,"Boxing,Rugby,Football",,
BB10002475,"Golf,Football",DECIMAL,Yes
BB10002476,"Baseball,Golf",,
BB10002477,"Boxing,Football,Boxing",American,No
BB10002478,"Football,Baseball,Tennis,Football",Decimal,
BB10002479,"Golf,Football",Dec,true
BB10002480,Hockey,,true
BB10002482,Hockey,,0
BB10002484,Rugby,Dec,
BB10002485,"Boxing,Basketball,Hockey,Cricket",Decimal,Yes
BB10002487,"Boxing,Tennis,Cricket,Football",,No
BB10002488,Football,,true
BB10002489,"Rugby,Football,Tennis,Basketball",,false
BB10002490,"Hockey,Basketball,Hockey,Baseball",Dec,FALSE
BB10002491,"Golf,Boxing,Golf",,true
BB10002492,"Golf,Baseball,Baseball",,
BB10002493,"Baseball,Tennis,Boxing",American,false
BB10002494,Boxing,Dec,FALSE
BB10002495,"Football,Boxing,Baseball,Cricket",DECIMAL,No
BB10002496,"Football,Football",fractional,TRUE
BB10002498,Basketball,,1
BB10002499,"Baseball,Baseball",American,Yes
BB10002500,"Football,Tennis",Fractional,No
BB10002501,Basketball,,No
BB10002502,"Baseball,Cricket,Boxing,Tennis",AMERICAN,
BB10002507,"Cricket,Baseball,Basketball,Golf",Fractional,0
BB10002508,"Baseball,Hockey,Basketball",,FALSE
BB10002509,Basketball,,No
BB10002510,"Cricket,Hockey,Cricket",,TRUE
BB10002512,"Cricket,Baseball,Hockey",,true
BB10002513,"Football,Golf,Football,Golf",fractional,FALSE
BB10002514,"Golf,Baseball",fractional,
BB10002516,"Tennis,Football,Tennis,Boxing",Dec,
BB10002517,"Tennis,Baseball,Baseball",,
BB10002518,Golf,,TRUE
BB10002519,"Golf,Football",AMERICAN,
BB10002520,"Golf,Baseball,Cricket,Basketball",,true
BB10002521,Boxing,Dec,0
BB10002522,"Boxing,Baseball,Tennis",,1
BB10002523,"Baseball,Hockey,Tennis,Boxing",Decimal,No
BB10002524,Baseball,,No
BB10002525,"Boxing,Rugby,Boxing,Tennis",American,TRUE
BB10002526,"Golf,Basketball,Golf",American,false
BB10002527,"Boxing,Rugby,Golf,Rugby",American,Yes
BB10002528,"Basketball,Tennis,Golf",AMERICAN,false
BB10002529,Basketball,Decimal,TRUE
BB10002530,Football,Dec,false
BB10002532,Golf,DECIMAL,false
BB10002533,"Golf,Boxing",Decimal,0
BB10002534,"Boxing,Basketball,Hockey,Cricket",,Yes
BB10002535,"Hockey,Hockey,Football,Tennis",AMERICAN,1
BB10002536,"Football,Rugby,Baseball",American,FALSE
BB10002537,Basketball,DECIMAL,true
BB10002538,"Football,Boxing,Baseball,Golf",,
BB10002539,"Hockey,Rugby,Tennis",Decimal,true
BB10002540,"Tennis,Football,Baseball,Hockey",Decimal,
BB10002542,Rugby,Decimal,false
BB10002543,"Boxing,Tennis,Football",Decimal,1
BB10002544,"Hockey,Tennis,Basketball",Fractional,
BB10002545,"Cricket,Hockey,Basketball",AMERICAN,true
BB10002546,"Rugby,Boxing,Boxing,Tennis",DECIMAL,1
BB10002547,"Cricket,Basketball",,No
BB10002548,"Basketball,Boxing",Fractional,true
BB10002549,"Baseball,Cricket,Hockey",Decimal,0
BB10002550,"Basketball,Golf,Tennis,Cricket",Dec,Yes
BB10002551,"Hockey,Cricket",,TRUE
BB10002552,"Football,Cricket",Dec,Yes
BB10002553,"Baseball,Golf",Fractional,1
BB10002554,"Basketball,Boxing,Tennis,Football",,No
BB10002555,"Football,Basketball,Football",AMERICAN,No
BB10002557,"Football,Rugby",Decimal,FALSE
BB10002558,"Rugby,Tennis,Rugby,Basketball",American,false
BB10002559,"Baseball,Tennis",,1
BB10002560,Tennis,Dec,TRUE
BB10002561,"Hockey,Boxing",,false
BB10002562,Basketball,fractional,Yes
BB10002564,"Baseball,Golf,Boxing",AMERICAN,FALSE
BB10002566,Baseball,American,0
BB10002567,"Baseball,Football,Rugby",American,true
BB10002568,"Cricket,Boxing",fractional,
BB10002569,"Boxing,Rugby,Football",DECIMAL,false
BB10002570,"Rugby,Boxing",Dec,FALSE
BB10002572,Tennis,Decimal,No
BB10002573,"Football,Boxing",,false
BB10002575,"Tennis,Baseball",American,FALSE
BB10002577,"Cricket,Football,Cricket",,FALSE
BB10002578,"Cricket,Cricket,Hockey",Decimal,TRUE
BB10002579,"Tennis,Baseball,Baseball,Cricket,Tennis",,Yes
BB10002580,"Boxing,Rugby,Boxing,Baseball",DECIMAL,false
BB10002582,"Tennis,Football,Cricket",Fractional,Yes
BB10002583,"Basketball,Baseball,Golf",Dec,FALSE
BB10002584,Cricket,fractional,true
BB10002585,"Boxing,Golf,Boxing,Football",,FALSE
BB10002586,"Basketball,Baseball,Basketball",,Yes
BB10002587,"Football,Golf,Basketball",DECIMAL,TRUE
BB10002588,"Rugby,Hockey,Basketball,Boxing",DECIMAL,1
BB10002589,Tennis,Dec,Yes
BB10002592,"Tennis,Boxing,Rugby",fractional,TRUE
BB10002593,"Tennis,Rugby,Tennis",DECIMAL,false
BB10002594,"Football,Golf,Rugby,Cricket,Football",,
BB10002595,"Golf,Cricket",,No
BB10002596,"Hockey,Boxing,Basketball",Dec,false
BB10002597,"Boxing,Football,Cricket",Decimal,1
BB10002598,"Rugby,Football",Decimal,
BB10002599,"Hockey,Cricket,Baseball",Decimal,0
BB10002600,"Rugby,Tennis,Football,Golf",Dec,false
BB10002601,"Basketball,Basketball",fractional,true
BB10002602,"Golf,Golf,Tennis,Golf",Decimal,0
BB10002603,"Tennis,Boxing",,TRUE
BB10002605,"Boxing,Boxing,Rugby",Fractional,true
BB10002606,"Baseball,Baseball,Golf,Cricket",,1
